OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completeness,completeness_judge,ref_id
"1201",-37.1124427522,-12.2851029602,98.0586909095,"83","669",SHN.TC,Tristan da Cunha,"1",TDC-OO,Tristan da Cunha,TDC,"90","9",Antarctic,SHN,"Saint Helena, Ascension and Tristan da Cunha","2","2","132"
"1202",8.5505952046,-11.7752289795,72808.4114456,"81","670",SLE,Sierra Leone,"0",SIE-OO,Sierra Leone,SIE,"22","2",Africa,SLE,Sierra Leone,"1","2","139"
"1203",6.0665448275,45.8483581035,635246.396084,"69","671",SOM,Somalia,"0",SOM-OO,Somalia,SOM,"24","2",Africa,SOM,Somalia,"1","2","139"
"1204",46.9302045587,-56.3061270088,255.234391609,"199","672",SPM,Saint Pierre and Miquelon,"1",NFL-SP,St.Pierre-Miquelon,NFL,"72","7",Northern America,SPM,Saint Pierre and Miquelon,"3","0","1997"
"1206",4.11600919492,-55.9190751914,142529.31146,"101","674",SUR,Suriname,"0",SUR-OO,Surinam,SUR,"82","8",Southern America,SUR,Suriname,"2","2","2390"
"1207",48.7049353017,19.4803829712,48457.7888628,"166","675",SVK,Slovakia,"0",CZE-SK,Slovakia,CZE,"11","1",Europe,SVK,Slovakia,"2","2","29"
"1208",46.1235641703,14.8265383731,20421.1174301,"232","676",SVN,Slovenia,"0",YUG-SL,Slovenia,YUG,"13","1",Europe,SVN,Slovenia,"3","2","2416"
"1209",62.7651066199,16.7313854372,442884.44107,"1610","677",SWE,Sweden,"0",SWE-OO,Sweden,SWE,"10","1",Europe,SWE,Sweden,"3","2","2355"
"1210",-26.5790229197,31.490266161,16784.1139105,"587","678",SWZ,Swaziland,"0",SWZ-OO,Swaziland,SWZ,"27","2",Africa,SWZ,Swaziland,"3","2","100"
"1211",18.0628547302,-63.0610944794,94.17492756,"35","679",SXM,Sint Maarten,"1",LEE-NL,Netherlands Leeward Is.,LEE,"81","8",Southern America,ANT,Netherlands Antilles,"2","1","130"
"1212",-4.88012684534,53.3867928597,0.06989501538,"2","680",SYC.AFB,"African Banks, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1213",-9.4254833429,46.3688140689,164.227088468,"53","681",SYC.ALD,"Aldabra, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1214",-7.00618449332,52.7264768759,1.92966384939,"27","682",SYC.ALP,"Alphonse, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1215",-4.21257091387,55.6665693344,0.8338684406,"40","683",SYC.ARI,"Aride, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1216",-9.73086526443,46.5115120379,12.07709085,"35","684",SYC.ASS,"Assumption, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1217",-10.0866035551,47.7417225241,10.9570703973,"32","685",SYC.AST,"Astove, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1218",-3.72020925513,55.2054870165,1.03496927402,"91","686",SYC.BIR,"Bird, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53"
"1219",-4.25860835154,55.6733566699,0.061403558,"1","687",SYC.BOI,"Booby Island, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1220",-4.31219654102,55.8653632299,0.0370753624,"2","688",SYC.COC,"Cocos, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1221",-7.12963718239,56.2799942758,9.98385983661,"54","689",SYC.COE,"Coetivy, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1222",-4.66376746921,55.3659916657,0.7036500834,"38","690",SYC.CON,"Conception, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53"
"1223",-9.72632340293,47.573175224,6.27331611165,"26","691",SYC.COS,"Cosmoledo, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1224",-4.33123068189,55.6628579546,0.4339959122,"86","692",SYC.COU,"Cousin, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53"
"1225",-4.35073594705,55.6477239631,0.31873122768,"3","693",SYC.CSE,"Cousine, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1226",-4.28281780975,55.7252336692,3.34934537257,"111","694",SYC.CUR,"Curieuse, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53"
"1227",-5.41573065518,53.2984640917,1.75554917788,"52","695",SYC.DAR,"Darros, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1228",-3.8058352787,55.6666413843,1.67381312225,"94","696",SYC.DEN,"Denis, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53"
"1229",-5.68939570715,53.669040189,4.3624986167,"26","697",SYC.DES,"Desroches, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1230",-6.23487558137,53.0434223888,0.49932720334,"15","698",SYC.DNO,"Desnoefs, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1231",-10.1593208733,51.1655659972,9.13084026684,"39","699",SYC.FAR,"Farquhar, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1232",-4.32806083757,55.8748652878,2.88402955408,"69","700",SYC.FEL,"Felicite, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53"
"1233",-4.58633319167,55.941317502,2.2996071877,"101","701",SYC.FRE,"Fregate, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1234",-4.28991463364,55.8691056854,0.88943828864,"60","702",SYC.GSO,"Grande Soeur, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53"
"1235",-4.63478271976,55.5004498803,1.13199508698,"27","703",SYC.IAC,"Ile au Cerf, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1236",-4.65965622905,55.5259403272,2.14009481974,"34","704",SYC.IAN,"Ile Anonyme, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1237",-4.6265988028,55.5082167586,0.24521208368,"21","705",SYC.ILO,"Ile Longue, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1238",-4.60718456626,55.5010580178,1.46107400507,"67","706",SYC.ISA,"Ile St Anne, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1239",-4.68586599157,55.4335808802,0.04575418594,"2","707",SYC.IVM,"Ile aux Vaches Marines, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1240",-4.36089469325,55.8378782957,10.5736914941,"77","708",SYC.LDI,"La Digue, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1241",-4.67644340825,55.4672799831,163.012831295,"290","709",SYC.MAH,"Mahe, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1242",-4.34199659553,55.9211002893,1.07254157802,"70","710",SYC.MAR,"Marianne, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53"
"1243",-6.17923314702,53.1438968969,0.69476691481,"29","711",SYC.MLO,"Marie-Louise, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1244",-4.39299610902,55.2445725234,2.12434218435,"160","712",SYC.NOI,"North Island, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53"
"1245",-5.86369111617,55.3846625558,0.5641773671,"21","713",SYC.PLA,"Platte, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1246",-5.7609208545,53.3063415916,3.45751131002,"40","714",SYC.POI,"Poivre, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1247",-4.32387974155,55.7301449723,39.3214655982,"104","715",SYC.PRA,"Praslin, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1248",-9.53196010943,50.9869176658,1.3304688644,"7","716",SYC.PRO,"Providence, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1249",-4.28818192586,55.85551649,0.51615613171,"2","717",SYC.PSO,"Petit Soeur, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1250",-4.58228305954,55.7636094349,0.29616630402,"2","718",SYC.REC,"Recifs, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1251",-5.11664110791,53.3123364913,0.31456635436,"25","719",SYC.REM,"Remire, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1252",-7.15671817372,52.7381340313,0.72164858588,"4","720",SYC.SFR,"St Francois, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1253",-4.48721069943,55.2306648807,20.5509433112,"133","721",SYC.SIL,"Silhouette, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1254",-5.43712136091,53.3581190508,1.58177684279,"16","722",SYC.SJO,"St Joseph, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1255",-9.33168443265,50.7275142695,1.87770580577,"10","723",SYC.STP,"St Pierre, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"3","1","49"
"1256",-4.67404354442,55.4013248793,0.8631560638,"51","724",SYC.THE,"Therese, Seychelles","1",SEY-OO,Seychelles,SEY,"29","2",Africa,SYC,Seychelles,"2","2","53"
"1257",-26.2607025495,-69.4639157381,28550.4844284,"8","220",CHL.CR,ChaΓ±aral,"0",CLN-AT,Atacama,CLN,"85","8",Southern America,CHL,Chile,"2","0","45"
"1258",8.54212547358,0.96559985382,55956.2186276,"71","726",TGO,Togo,"0",TOG-OO,Togo,TOG,"22","2",Africa,TGO,Togo,"1","2","139"
"1259",15.1137771025,101.011731758,513520.425109,"337","727",THA,Thailand,"0",THA-OO,Thailand,THA,"41","4",Asia-Tropical,THA,Thailand,"1","2","148"
"1260",-19.8567095378,-174.821605035,763.417221681,"296","728",TON,Tonga,"1",TON-OO,Tonga,TON,"60","6",Pacific,TON,Tonga,"2","2","114"
"1261",34.103492404,9.56726677799,156557.864398,"136","729",TUN,Tunisia,"0",TUN-OO,Tunisia,TUN,"20","2",Africa,TUN,Tunisia,"1","2","139"
"1263",23.7510550975,120.961830056,36021.148762,"1222","731",TWN,Taiwan,"1",TAI-OO,Taiwan,TAI,"38","3",Asia-Temperate,TWN,Taiwan (Province of China),"3","2","140"
"1264",-6.29028032043,34.8238594194,938449.24977,"774","732",TZA,United Republic of Tanzania,"0",TAN-OO,Tanzania,TAN,"25","2",Africa,TZA,"Tanzania, United Republic of","2","0","2410"
"1265",1.281853432,32.3781937916,244557.285138,"263","733",UGA,Uganda,"0",UGA-OO,Uganda,UGA,"25","2",Africa,UGA,Uganda,"2","0","2410"
"1266",49.0234869586,31.4078658733,595741.21635,"785","734",UKR,Ukraine,"0",UKR-UK,Ukraine,UKR,"14","1",Europe,UKR,Ukraine,"2","2","2353"
"1267",-32.7982107538,-56.0171550655,177345.12371,"190","735",URY,Uruguay,"0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"2","1","57"
"1268",64.829002101,-153.383536427,1311407.47507,"299","736",USA.AK,Alaska,"0",ASK-OO,Alaska,ASK,"70","7",Northern America,USA,United States of America (the),"3","0","1997"
"1269",32.7949620482,-86.8287288357,134385.153135,"1166","737",USA.AL,Alabama,"0",ALA-OO,Alabama,ALA,"78","7",Northern America,USA,United States of America (the),"3","0","1997"
"1270",34.9007477394,-92.4427781279,137516.955361,"730","738",USA.AR,Arkansas,"0",ARK-OO,Arkansas,ARK,"78","7",Northern America,USA,United States of America (the),"3","0","1997"
"1271",34.2966242585,-111.657673017,294322.840721,"666","739",USA.AZ,Arizona,"0",ARI-OO,Arizona,ARI,"76","7",Northern America,USA,United States of America (the),"3","0","1997"
"1272",37.2420108874,-119.605936849,409755.82345,"1818","740",USA.CA,California,"0",CAL-OO,California,CAL,"76","7",Northern America,USA,United States of America (the),"3","0","1997"
"1273",38.9991464888,-105.533702245,271035.873408,"596","741",USA.CO,Colorado,"0",COL-OO,Colorado,COL,"73","7",Northern America,USA,United States of America (the),"3","0","1997"
"1274",41.6258399516,-72.7275118323,12840.3119902,"1159","742",USA.CT,Connecticut,"0",CNT-OO,Connecticut,CNT,"75","7",Northern America,USA,United States of America (the),"3","0","1997"
"1275",38.908639919,-77.0153803796,166.070550519,"557","743",USA.DC,Washington DC,"0",WDC-OO,District of Columbia,WDC,"78","7",Northern America,USA,United States of America (the),"3","0","1997"
"1276",38.9984342232,-75.5129187687,5071.44301791,"782","744",USA.DE,Delaware,"0",DEL-OO,Delaware,DEL,"78","7",Northern America,USA,United States of America (the),"3","0","1997"
"1277",28.6598406243,-82.4842873885,146002.464229,"1512","745",USA.FL,Florida,"0",FLA-OO,Florida,FLA,"78","7",Northern America,USA,United States of America (the),"3","0","1997"
"1278",32.6551722368,-83.4479048185,152385.082768,"976","746",USA.GA,Georgia,"0",GEO-OO,Georgia,GEO,"78","7",Northern America,USA,United States of America (the),"3","0","1997"
"1280",42.078611581,-93.4965504845,145277.212367,"649","764",USA.IA,Iowa,"0",IOW-OO,Iowa,IOW,"74","7",Northern America,USA,United States of America (the),"3","0","1997"
"1281",44.3943094593,-114.653456263,216253.458274,"629","765",USA.ID,Idaho,"0",IDA-OO,Idaho,IDA,"73","7",Northern America,USA,United States of America (the),"3","0","1997"
"1282",40.1209505697,-89.1548448109,150173.146729,"1109","766",USA.IL,Illinois,"0",ILL-OO,Illinois,ILL,"74","7",Northern America,USA,United States of America (the),"3","0","1997"
"1283",39.913970048,-86.2855880077,94762.2646454,"842","767",USA.IN,Indiana,"0",INI-OO,Indiana,INI,"75","7",Northern America,USA,United States of America (the),"3","0","1997"
"1284",16.7407444591,-169.528419384,5.51373731571,"8","768",USA.JI,Johnston Island,"1",HAW-JI,Johnston I.,HAW,"63","6",Pacific,UMI,United States Minor Outlying Islands (the),"2","2","42"
"1285",38.4836484651,-98.3692234155,211982.875427,"558","769",USA.KS,Kansas,"0",KAN-OO,Kansas,KAN,"74","7",Northern America,USA,United States of America (the),"3","0","1997"
"1286",37.5275411889,-85.2871810737,104139.525586,"878","770",USA.KY,Kentucky,"0",KTY-OO,Kentucky,KTY,"78","7",Northern America,USA,United States of America (the),"3","0","1997"
"1287",31.0789320315,-92.0195140047,119570.923502,"959","771",USA.LA,Louisiana,"0",LOU-OO,Louisiana,LOU,"78","7",Northern America,USA,United States of America (the),"3","0","1997"
"1288",42.2592020037,-71.8090276475,21067.9074072,"1581","772",USA.MA,Massachusetts,"0",MAS-OO,Masachusettes,MAS,"75","7",Northern America,USA,United States of America (the),"3","0","1997"
"1289",39.0487398071,-76.7995440166,25917.0946926,"1233","773",USA.MD,Maryland,"0",MRY-OO,Maryland,MRY,"78","7",Northern America,USA,United States of America (the),"3","0","1997"
"1310",33.9178322724,-80.9004482143,80506.493725,"1021","794",USA.SC,South Carolina,"0",SCA-OO,South Carolina,SCA,"78","7",Northern America,USA,United States of America (the),"3","0","1997"
"1311",44.437506118,-100.21964175,198721.098435,"372","795",USA.SD,South Dakota,"0",SDA-OO,South Dakota,SDA,"74","7",Northern America,USA,United States of America (the),"3","0","1997"
"1312",35.8510186852,-86.3481884149,108971.459064,"751","796",USA.TN,Tennessee,"0",TEN-OO,Tennessee,TEN,"78","7",Northern America,USA,United States of America (the),"3","0","1997"
"1313",31.4971280425,-99.3574006197,684941.784548,"1044","797",USA.TX,Texas,"0",TEX-OO,Texas,TEX,"77","7",Northern America,USA,United States of America (the),"3","0","1997"
"1314",39.3252048124,-111.674631549,219981.841639,"667","798",USA.UT,Utah,"0",UTA-OO,Utah,UTA,"76","7",Northern America,USA,United States of America (the),"3","0","1997"
"1315",37.5185816577,-78.8399180445,103750.071902,"1106","799",USA.VA,Virginia,"0",VRG-OO,Virginia,VRG,"78","7",Northern America,USA,United States of America (the),"3","0","1997"
"1317",44.0823829057,-72.65993611,24712.7165593,"813","801",USA.VT,Vermont,"0",VER-OO,Vermont,VER,"75","7",Northern America,USA,United States of America (the),"3","0","1997"
"1318",47.3865140826,-120.428294727,174249.61022,"1116","802",USA.WA,Washington,"0",WAS-OO,Washington,WAS,"73","7",Northern America,USA,United States of America (the),"3","0","1997"
"1319",44.6423212949,-89.7385180006,169729.181693,"900","803",USA.WI,Wisconsin,"0",WIS-OO,Wisconsin,WIS,"74","7",Northern America,USA,United States of America (the),"3","0","1997"
"1320",38.6414215322,-80.6124111256,62504.5965283,"798","804",USA.WV,West Virginia,"0",WVA-OO,West Virginia,WVA,"75","7",Northern America,USA,United States of America (the),"3","0","1997"
"1321",42.9989883769,-107.539865817,253507.820856,"422","805",USA.WY,Wyoming,"0",WYO-OO,Wyoming,WYO,"73","7",Northern America,USA,United States of America (the),"3","0","1997"
"1322",12.8392298432,-61.2838108742,49.148394068,"63","806",VCT.GR,The Grenadines,"1",WIN-SV,St.Vincent,WIN,"81","8",Southern America,VCT,Saint Vincent and the Grenadines,"2","1","1"
"1323",13.2513090001,-61.1889752258,348.619378971,"205","807",VCT.SV,Saint Vincent,"1",WIN-SV,St.Vincent,WIN,"81","8",Southern America,VCT,Saint Vincent and the Grenadines,"2","1","1"
"1324",7.12087424997,-66.1780469386,909729.999257,"104","808",VEN,Venezuela,"0",VEN-OO,Venezuela,VEN,"82","8",Southern America,VEN,Venezuela (Bolivarian Republic of),"2","2","90"
"1325",18.7269167319,-64.3373807535,40.2429077729,"4","809",VGB.AN,"Anegada, British Virgin Islands","1",LEE-BV,British Virgin Is.,LEE,"81","8",Southern America,VGB,Virgin Islands (British),"1","2","27"
"1326",18.4764014066,-64.5706190413,3.53063165243,"85","810",VGB.GI,"Guana Island, British Virgin Islands","1",LEE-BV,British Virgin Is.,LEE,"81","8",Southern America,VGB,Virgin Islands (British),"2","1","1"
"1327",18.4465061333,-64.7468530432,9.20592359659,"9","811",VGB.JD,"Jost van Dyke, British Virgin Islands","1",LEE-BV,British Virgin Is.,LEE,"81","8",Southern America,VGB,Virgin Islands (British),"2","1","1"
"1328",18.4240743275,-64.6200639425,65.1710143701,"200","812",VGB.TO,"Tortola, British Virgin Islands","1",LEE-BV,British Virgin Is.,LEE,"81","8",Southern America,VGB,Virgin Islands (British),"2","2","101"
"1329",18.4758549511,-64.3992164751,23.9049856345,"109","813",VGB.VG,"Virgin Gorda, British Virgin Islands","1",LEE-BV,British Virgin Is.,LEE,"81","8",Southern America,VGB,Virgin Islands (British),"2","2","101"
"1330",-14.0139231693,-171.399702211,0.12025403555,"18","814",WSM.FAU,Fanuatapu,"1",SAM-WS,Samoa,SAM,"60","6",Pacific,WSM,Samoa,"1","2","136"
"1331",-14.0222586548,-171.415598891,0.25566655614,"60","815",WSM.NAA,Namua,"1",SAM-WS,Samoa,SAM,"60","6",Pacific,WSM,Samoa,"1","2","136"
"1332",-14.0732736965,-171.410055826,0.37142124792,"16","816",WSM.NUA,Nuulua,"1",SAM-WS,Samoa,SAM,"60","6",Pacific,WSM,Samoa,"1","2","136"
"1333",-14.0636023041,-171.42274608,1.26696832791,"47","817",WSM.NUE,Nuutela,"1",SAM-WS,Samoa,SAM,"60","6",Pacific,WSM,Samoa,"1","2","136"
"1334",15.9043275199,47.5957456636,453515.092392,"69","818",YEM,Yemen,"0",000-07,Yemen,"6","35","3",Asia-Temperate,YEM,Yemen,"1","2","139"
"1335",-32.1418865264,26.4674226429,170114.789897,"1129","819",ZAF.EC,Eastern Cape,"0",CPP-EC,Eastern Cape Province,CPP,"27","2",Africa,ZAF,South Africa,"3","2","100"
"1336",-28.6101174331,26.8644746752,129989.752852,"661","820",ZAF.FS,Orange Free State,"0",OFS-OO,Free State,OFS,"27","2",Africa,ZAF,South Africa,"3","2","100"
"1337",-26.0452978098,28.2092286788,18631.6343265,"846","821",ZAF.GA,Gauteng,"0",TVL-GA,Gauteng,TVL,"27","2",Africa,ZAF,South Africa,"3","2","100"
"1338",-28.7083863662,30.7249771839,92709.174312,"1143","822",ZAF.KZN,KwaZulu-Natal,"0",NAT-OO,KwaZulu-Natal,NAT,"27","2",Africa,ZAF,South Africa,"3","2","100"
"1339",-23.7372273904,29.3127834294,122679.160215,"667","823",ZAF.LI,Limpopo,"0",TVL-NP,Northern Province,TVL,"27","2",Africa,ZAF,South Africa,"3","2","100"
"1340",-46.9060031953,37.7407887284,295.303161627,"12","824",ZAF.MI,Marion Island,"1",MPE-OO,Marion-Prince Edward Is.,MPE,"90","9",Antarctic,ZAF,South Africa,"3","2","44"
"1341",-25.8661262269,30.2370477337,78144.9011819,"829","825",ZAF.MP,Mpumalanga,"0",TVL-MP,Mpumalanga,TVL,"27","2",Africa,ZAF,South Africa,"3","2","100"
"1342",-29.5257979332,21.3470615039,362330.489665,"511","826",ZAF.NC,Northern Cape,"0",CPP-NC,Northern Cape Province,CPP,"27","2",Africa,ZAF,South Africa,"3","2","100"
"1343",-26.3189832959,25.3359705937,116289.681723,"545","827",ZAF.NW,North West,"0",TVL-NW,North-West Province,TVL,"27","2",Africa,ZAF,South Africa,"3","2","100"
"1345",-33.0114357681,20.6141828209,129053.317067,"1032","829",ZAF.WC,Western Cape,"0",CPP-WC,Western Cape Province,CPP,"27","2",Africa,ZAF,South Africa,"3","2","100"
"1346",-14.176569189,28.6066422095,94183.6505269,"36","830",ZMB.CE,Central,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98"
"1347",-13.1206680178,27.8509321361,31465.2034107,"43","831",ZMB.CO,Copperbelt,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98"
"1348",-12.9659135609,32.139534882,69163.1359565,"53","832",ZMB.EA,Eastern,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98"
"1349",-10.6997942715,29.2076635864,49193.1666976,"20","833",ZMB.LP,Luapula,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98"
"1350",-15.359948026,29.1997006616,22507.6856238,"77","834",ZMB.LS,Lusaka,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98"
"1351",-10.4895548021,31.160768182,147563.810732,"68","835",ZMB.NO,Northern,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98"
"1352",-13.027978418,25.0602762177,125251.485297,"34","836",ZMB.NW,North-western,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98"
"1353",-16.5844559531,26.6662276486,85441.6591101,"70","837",ZMB.SO,Southern,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98"
"1354",-15.6415923076,23.6803767711,127150.409965,"32","838",ZMB.WE,Western,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98"
"1355",-18.6492336221,30.5240317618,68782.7565662,"196","839",ZWE.C,Central region,"0",ZIM-OO,Zimbabwe,ZIM,"26","2",Africa,ZWE,Zimbabwe,"3","2","81"
"1356",-19.1593844749,32.5721122995,25365.1026561,"191","840",ZWE.E,Eastern region,"0",ZIM-OO,Zimbabwe,ZIM,"26","2",Africa,ZWE,Zimbabwe,"3","2","81"
"1357",-17.096116494,29.9559778329,109575.203703,"112","841",ZWE.N,Northern region,"0",ZIM-OO,Zimbabwe,ZIM,"26","2",Africa,ZWE,Zimbabwe,"3","2","81"
"1358",-20.9077250067,30.7294653457,93679.3434434,"96","842",ZWE.S,Southern region,"0",ZIM-OO,Zimbabwe,ZIM,"26","2",Africa,ZWE,Zimbabwe,"3","2","81"
"1359",-19.4923117578,27.6748002297,92462.2034997,"117","843",ZWE.W,Western region,"0",ZIM-OO,Zimbabwe,ZIM,"26","2",Africa,ZWE,Zimbabwe,"3","2","81"
"1360",40.3892980737,-3.55550482038,494029.074568,"763","328",ESP.ESP,Spain (mainland),"0",SPA-SP,Spain,SPA,"12","1",Europe,ESP,Spain,"3","2","2387"
"1361",39.6483819807,-7.97743435524,88951.2922523,"486","538",PRT.PRT,Portugal (mainland),"0",POR-OO,Portugal,POR,"12","1",Europe,PRT,Portugal,"3","2","2387"
"1362",46.6218195976,2.46083191659,540019.523293,"735","340",FRA.FRA,France (mainland),"0",FRA-FR,France,FRA,"12","1",Europe,FRA,France,"3","2","29"
"699",48.7168282525,-56.0314537891,111537.12649,"427","188",CAN.NF,Newfoundland,"1",NFL-NE,Newfoundland,NFL,"72","7",Northern America,CAN,Canada,"3","0","1997"
"1030",64.4831563524,14.3874944143,293847.340063,"604","520",NOR,Norway (mainland),"0",NOR-OO,Norway,NOR,"10","1",Europe,NOR,Norway,"3","2","29"
"1205",0.45698584302,6.73658831057,1142.07681891,"384","673",STP,Sao Tome and Principe,"1",000-06,Sao Tome and Principe,GGI,"23","2",Africa,STP,Sao Tome and Principe,"1","2","139"
"826",11.7498222956,42.577946042,21434.2940913,"29","317",DJI,Djibouti,"0",DJI-OO,Djibouti,DJI,"24","2",Africa,DJI,Djibouti,"1","2","139"
"1344",-46.6295123557,37.9204683737,50.080966991,"3","828",ZAF.PEI,"Prince Edward Island, South Africa","1",MPE-OO,Marion-Prince Edward Is.,MPE,"90","9",Antarctic,ZAF,South Africa,"3","2","44"
"1197",-54.3579816091,-36.7186258327,3614.60256291,"31","663",SGS.SGI,South Georgia Island,"1",SGE-OO,South Georgia,SGE,"90","9",Antarctic,SGS,South Georgia and the South Sandwich Islands,"3","2","44"
"1022",4.03953030241,102.171569326,131596.796191,"180","512",MYS.PEN,MYS_Peninsula,"0",MLY-PM,Peninsular Malaysia,MLY,"42","4",Asia-Tropical,MYS,Malaysia,"2","2","128"
"912",53.1782213914,-8.14504461757,69445.0164808,"385","403",IRL,Ireland,"1",IRE-IR,Ireland,IRE,"10","1",Europe,IRL,Ireland,"2","2","29"
"1024",-21.2946141897,165.671849775,19230.9899216,"64","514",NCL,New Caledonia,"1",NWC-OO,New Caledonia,NWC,"60","6",Pacific,NCL,New Caledonia,"1","2","85"
"668",-5.10290094043,-39.6231601922,149490.595545,"155","157",BRA.CE,CearΓ‘,"0",BZE-CE,CearΒ ,BZE,"84","8",Southern America,BRA,Brazil,"1","1","2413"
